被试编号：	111
基因编号：	1540049184738
姓名缩写：	lyb
年龄：	22
性别：	0
1	-3	5	1	1	1.266047e+00	
2	1	7	1	3	9.809855e-01	
3	-1	1	1	1	8.758694e-01	
4	-2	6	1	1	7.079051e-01	
5	-1	3	1	2	1.079617e+00	
6	3	3	1	3	8.294390e-01	
7	-3	1	1	1	7.170547e-01	
8	-3	1	1	1	6.822355e-01	
9	-4	4	1	2	1.401834e+00	
10	-1	1	1	1	6.199998e-01	
