Type,Block,Trial,ObjectiveValue,Uncertainty,Response,Fishing,Feedback,RT,Zgain,Zloss,run_id,sub_id,ll,v_gain,v_loss,u,p_fish,p_defer,p_safe,SubjectiveValue
2.0,1.0,19.0,-2.0,4.0,1.0,2.0,3.0,0.8603391,2.0,4.0,2.0,Sub111,-1.998182521041368,1.0,-0.9999999999999999,-0.20000000000079982,0.09088298118178693,0.7735355428957125,0.13558147592250058,-0.20000000000079982
2.0,1.0,20.0,3.0,7.0,1.0,0.0,2.0,0.8553311,3.0,0.0,2.0,Sub111,-0.4388387576488356,1.0,-0.9999999999999999,0.29999999999870003,0.6447847378544684,0.0013498952343488635,0.35386536691118264,0.29999999999870003
2.0,4.0,61.0,-1.0,3.0,1.0,0.0,2.0,0.8334785,3.0,4.0,2.0,Sub111,-2.446328053444743,1.0,-0.9999999999999999,-0.10000000000089976,0.08661103440524755,0.8076020092848768,0.10578695630987565,-0.10000000000089976
2.0,4.0,62.0,3.0,1.0,1.0,0.0,2.0,0.9498979,6.0,3.0,2.0,Sub111,-0.4388387576488356,1.0,-0.9999999999999999,0.29999999999870003,0.6447847378544684,0.0013498952343488635,0.35386536691118264,0.29999999999870003
2.0,4.0,63.0,-1.0,1.0,1.0,1.0,3.0,0.6617339,4.0,5.0,2.0,Sub111,-0.213685904574934,1.0,-0.9999999999999999,-0.10000000000089976,0.08661103440524755,0.8076020092848768,0.10578695630987565,-0.10000000000089976
2.0,4.0,64.0,4.0,2.0,1.0,0.0,2.0,0.6353043,6.0,2.0,2.0,Sub111,-0.3711323376861704,1.0,-0.9999999999999999,0.39999999999859975,0.6899526287814013,3.167123755337675e-05,0.3100156999810452,0.39999999999859975
2.0,4.0,65.0,3.0,5.0,1.0,0.0,2.0,0.6672011,4.0,1.0,2.0,Sub111,-0.4388387576488356,1.0,-0.9999999999999999,0.29999999999870003,0.6447847378544684,0.0013498952343488635,0.35386536691118264,0.29999999999870003
2.0,4.0,66.0,-4.0,4.0,1.0,2.0,3.0,0.7575096,1.0,5.0,2.0,Sub111,-0.4996759268497608,1.0,-0.9999999999999999,-0.4000000000005998,0.2726201275824908,0.12065262055086717,0.6067272518666421,-0.4000000000005998
2.0,4.0,67.0,-3.0,3.0,1.0,2.0,3.0,0.8144861,2.0,5.0,2.0,Sub111,-1.000549011949832,1.0,-0.9999999999999999,-0.3000000000007,0.20178570481441827,0.43053676879255554,0.3676775263930262,-0.3000000000007
2.0,4.0,68.0,-3.0,3.0,1.0,2.0,3.0,0.6222567,2.0,5.0,2.0,Sub111,-1.000549011949832,1.0,-0.9999999999999999,-0.3000000000007,0.20178570481441827,0.43053676879255554,0.3676775263930262,-0.3000000000007
2.0,4.0,69.0,1.0,9.0,1.0,0.0,2.0,0.6714988,1.0,0.0,2.0,Sub111,-0.7708160092806303,1.0,-0.9999999999999999,0.09999999999890014,0.46263539946103255,0.15859077153690798,0.3787738290020595,0.09999999999890014
2.0,4.0,70.0,1.0,9.0,1.0,0.0,2.0,0.6085792,1.0,0.0,2.0,Sub111,-0.7708160092806303,1.0,-0.9999999999999999,0.09999999999890014,0.46263539946103255,0.15859077153690798,0.3787738290020595,0.09999999999890014
2.0,4.0,71.0,4.0,2.0,1.0,0.0,2.0,0.6730259,6.0,2.0,2.0,Sub111,-0.3711323376861704,1.0,-0.9999999999999999,0.39999999999859975,0.6899526287814013,3.167123755337675e-05,0.3100156999810452,0.39999999999859975
2.0,4.0,72.0,-3.0,5.0,1.0,2.0,3.0,0.7147643,1.0,4.0,2.0,Sub111,-1.000549011949832,1.0,-0.9999999999999999,-0.3000000000007,0.20178570481441827,0.43053676879255554,0.3676775263930262,-0.3000000000007
2.0,4.0,73.0,2.0,6.0,1.0,0.0,1.0,0.7325656,3.0,1.0,2.0,Sub111,-0.5360274576346118,1.0,-0.9999999999999999,0.19999999999879986,0.585067848790942,0.022749443872678576,0.3921827073363795,0.19999999999879986
2.0,4.0,74.0,-2.0,4.0,1.0,1.0,3.0,0.8626733,2.0,4.0,2.0,Sub111,-0.25678365928559505,1.0,-0.9999999999999999,-0.20000000000079982,0.09088298118178693,0.7735355428957125,0.13558147592250058,-0.20000000000079982
2.0,4.0,75.0,3.0,7.0,1.0,0.0,2.0,0.7057211,3.0,0.0,2.0,Sub111,-0.4388387576488356,1.0,-0.9999999999999999,0.29999999999870003,0.6447847378544684,0.0013498952343488635,0.35386536691118264,0.29999999999870003
2.0,4.0,76.0,2.0,6.0,1.0,0.0,2.0,0.777685,3.0,1.0,2.0,Sub111,-0.5360274576346118,1.0,-0.9999999999999999,0.19999999999879986,0.585067848790942,0.022749443872678576,0.3921827073363795,0.19999999999879986
2.0,4.0,77.0,-4.0,4.0,1.0,2.0,3.0,0.6927999,1.0,5.0,2.0,Sub111,-0.4996759268497608,1.0,-0.9999999999999999,-0.4000000000005998,0.2726201275824908,0.12065262055086717,0.6067272518666421,-0.4000000000005998
2.0,4.0,78.0,2.0,8.0,1.0,0.0,2.0,0.7400466,2.0,0.0,2.0,Sub111,-0.5360274576346118,1.0,-0.9999999999999999,0.19999999999879986,0.585067848790942,0.022749443872678576,0.3921827073363795,0.19999999999879986
2.0,4.0,79.0,-2.0,6.0,1.0,2.0,3.0,0.687183,1.0,3.0,2.0,Sub111,-1.998182521041368,1.0,-0.9999999999999999,-0.20000000000079982,0.09088298118178693,0.7735355428957125,0.13558147592250058,-0.20000000000079982
2.0,4.0,80.0,4.0,4.0,1.0,0.0,2.0,0.9440337,5.0,1.0,2.0,Sub111,-0.3711323376861704,1.0,-0.9999999999999999,0.39999999999859975,0.6899526287814013,3.167123755337675e-05,0.3100156999810452,0.39999999999859975
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2.0,2.0,21.0,-1.0,5.0,1.0,2.0,3.0,0.8961388,2.0,3.0,3.0,Sub111,-2.2463280534449366,1.0,-0.9999999999999999,-0.10000000000089976,0.08661103440524755,0.8076020092848768,0.10578695630987565,-0.10000000000089976
2.0,2.0,22.0,-1.0,5.0,1.0,1.0,3.0,0.715042,2.0,3.0,3.0,Sub111,-0.213685904574934,1.0,-0.9999999999999999,-0.10000000000089976,0.08661103440524755,0.8076020092848768,0.10578695630987565,-0.10000000000089976
2.0,2.0,23.0,-3.0,5.0,1.0,2.0,3.0,0.8401314,1.0,4.0,3.0,Sub111,-1.000549011949832,1.0,-0.9999999999999999,-0.3000000000007,0.20178570481441827,0.43053676879255554,0.3676775263930262,-0.3000000000007
2.0,2.0,24.0,4.0,2.0,1.0,0.0,2.0,0.6125695,6.0,2.0,3.0,Sub111,-0.3711323376861704,1.0,-0.9999999999999999,0.39999999999859975,0.6899526287814013,3.167123755337675e-05,0.3100156999810452,0.39999999999859975
2.0,2.0,25.0,4.0,6.0,1.0,0.0,2.0,0.5301958,4.0,0.0,3.0,Sub111,-0.3711323376861704,1.0,-0.9999999999999999,0.39999999999859975,0.6899526287814013,3.167123755337675e-05,0.3100156999810452,0.39999999999859975
2.0,2.0,26.0,1.0,7.0,1.0,1.0,3.0,0.7621498,2.0,1.0,3.0,Sub111,-1.8414281584988599,1.0,-0.9999999999999999,0.09999999999890014,0.46263539946103255,0.15859077153690798,0.3787738290020595,0.09999999999890014
2.0,2.0,27.0,-1.0,5.0,1.0,1.0,2.0,0.7518987,2.0,3.0,3.0,Sub111,-0.213685904574934,1.0,-0.9999999999999999,-0.10000000000089976,0.08661103440524755,0.8076020092848768,0.10578695630987565,-0.10000000000089976
2.0,2.0,28.0,4.0,2.0,1.0,0.0,2.0,0.8056303,6.0,2.0,3.0,Sub111,-0.3711323376861704,1.0,-0.9999999999999999,0.39999999999859975,0.6899526287814013,3.167123755337675e-05,0.3100156999810452,0.39999999999859975
2.0,2.0,29.0,-2.0,2.0,1.0,2.0,3.0,0.9728217,3.0,5.0,3.0,Sub111,-1.998182521041368,1.0,-0.9999999999999999,-0.20000000000079982,0.09088298118178693,0.7735355428957125,0.13558147592250058,-0.20000000000079982
2.0,2.0,30.0,3.0,1.0,1.0,0.0,2.0,0.6333407,6.0,3.0,3.0,Sub111,-0.4388387576488356,1.0,-0.9999999999999999,0.29999999999870003,0.6447847378544684,0.0013498952343488635,0.35386536691118264,0.29999999999870003
2.0,2.0,31.0,-4.0,4.0,1.0,2.0,3.0,0.685052,1.0,5.0,3.0,Sub111,-0.4996759268497608,1.0,-0.9999999999999999,-0.4000000000005998,0.2726201275824908,0.12065262055086717,0.6067272518666421,-0.4000000000005998
2.0,2.0,32.0,3.0,1.0,1.0,0.0,2.0,0.7210964,6.0,3.0,3.0,Sub111,-0.4388387576488356,1.0,-0.9999999999999999,0.29999999999870003,0.6447847378544684,0.0013498952343488635,0.35386536691118264,0.29999999999870003
2.0,2.0,33.0,2.0,8.0,1.0,0.0,2.0,0.7289355,2.0,0.0,3.0,Sub111,-0.5360274576346118,1.0,-0.9999999999999999,0.19999999999879986,0.585067848790942,0.022749443872678576,0.3921827073363795,0.19999999999879986
2.0,2.0,34.0,-3.0,5.0,1.0,1.0,3.0,0.557179,1.0,4.0,3.0,Sub111,-0.8427225492526962,1.0,-0.9999999999999999,-0.3000000000007,0.20178570481441827,0.43053676879255554,0.3676775263930262,-0.3000000000007
2.0,2.0,35.0,4.0,4.0,1.0,0.0,2.0,0.6304248,5.0,1.0,3.0,Sub111,-0.3711323376861704,1.0,-0.9999999999999999,0.39999999999859975,0.6899526287814013,3.167123755337675e-05,0.3100156999810452,0.39999999999859975
2.0,2.0,36.0,2.0,8.0,1.0,0.0,1.0,0.715681,2.0,0.0,3.0,Sub111,-0.5360274576346118,1.0,-0.9999999999999999,0.19999999999879986,0.585067848790942,0.022749443872678576,0.3921827073363795,0.19999999999879986
2.0,2.0,37.0,-4.0,2.0,1.0,2.0,3.0,0.605646,2.0,6.0,3.0,Sub111,-0.4996759268497608,1.0,-0.9999999999999999,-0.4000000000005998,0.2726201275824908,0.12065262055086717,0.6067272518666421,-0.4000000000005998
2.0,2.0,38.0,1.0,3.0,1.0,0.0,1.0,0.8586867,4.0,3.0,3.0,Sub111,-0.7708160092806303,1.0,-0.9999999999999999,0.09999999999890014,0.46263539946103255,0.15859077153690798,0.3787738290020595,0.09999999999890014
2.0,2.0,39.0,4.0,4.0,1.0,0.0,2.0,0.8139081,5.0,1.0,3.0,Sub111,-0.3711323376861704,1.0,-0.9999999999999999,0.39999999999859975,0.6899526287814013,3.167123755337675e-05,0.3100156999810452,0.39999999999859975
2.0,2.0,40.0,4.0,2.0,1.0,0.0,2.0,0.5376373,6.0,2.0,3.0,Sub111,-0.3711323376861704,1.0,-0.9999999999999999,0.39999999999859975,0.6899526287814013,3.167123755337675e-05,0.3100156999810452,0.39999999999859975
2.0,3.0,41.0,-3.0,1.0,1.0,2.0,3.0,0.7215463,3.0,6.0,3.0,Sub111,-1.000549011949832,1.0,-0.9999999999999999,-0.3000000000007,0.20178570481441827,0.43053676879255554,0.3676775263930262,-0.3000000000007
